transaction_id,customer_id,customer_segment,transaction_date,category,product_name,quantity,unit_price,total_revenue,profit,customer_satisfaction,region,channel,quarter,month,year,day_of_week,profit_margin_pct,revenue_per_unit,high_value,customer_ltv,is_holiday_quarter,is_summer
TXN_000065,CUST_00016,Regular,2024-08-01 12:05:18.336306,Home & Garden,Plants,2,30.63,61.26,21.44,5.0,North,Mobile App,Q3,8,2024,Thursday,34.99836761345087,30.63,False,4627.2699999999995,False,True
TXN_000066,CUST_00016,Regular,2023-10-10 12:05:18.336306,Books,Biography,1,25.4,25.4,10.16,3.4,North,Mobile App,Q4,10,2023,Tuesday,40.0,25.4,False,4627.2699999999995,True,False
TXN_000067,CUST_00017,Regular,2025-06-29 12:05:18.336306,Sports,Outdoor,1,127.82,127.82,38.35,3.8,South,Mobile App,Q2,6,2025,Sunday,30.003129400719764,127.82,False,179.88,False,True
TXN_000068,CUST_00017,Budget,2025-06-25 12:05:18.336306,Sports,Apparel,1,52.06,52.06,15.62,5.0,East,Website,Q2,6,2025,Wednesday,30.003841721091046,52.06,False,179.88,False,True
TXN_000069,CUST_00018,Regular,2024-07-28 12:05:18.336306,Clothing,Accessories,3,280.89,842.66,379.2,3.5,North,Mobile App,Q3,7,2024,Sunday,45.00035601547481,280.88666666666666,False,3501.7,False,True
TXN_000070,CUST_00018,Premium,2024-08-28 12:05:18.336306,Electronics,Camera,2,1329.52,2659.04,664.76,5.0,East,Mobile App,Q3,8,2024,Wednesday,25.0,1329.52,True,3501.7,False,True
TXN_000071,CUST_00019,Budget,2025-05-07 12:05:18.336306,Electronics,Laptop,1,1083.96,1083.96,270.99,2.9,North,Mobile App,Q2,5,2025,Wednesday,25.0,1083.96,False,1563.38,False,True
TXN_000072,CUST_00019,Regular,2025-07-10 12:05:18.336306,Clothing,Accessories,1,33.99,33.99,15.29,2.6,East,Mobile App,Q3,7,2025,Thursday,44.98381877022653,33.99,False,1563.38,False,True
TXN_000073,CUST_00019,Regular,2024-12-05 12:05:18.336306,Sports,Equipment,2,222.72,445.43,133.63,4.0,North,Mobile App,Q4,12,2024,Thursday,30.000224502166446,222.715,False,1563.38,True,False
TXN_000074,CUST_00020,Premium,2024-06-29 12:05:18.336306,Clothing,Jeans,2,467.35,934.71,420.62,4.9,West,Mobile App,Q2,6,2024,Saturday,45.000053492527094,467.355,False,1047.18,False,True
TXN_000075,CUST_00020,Budget,2023-09-29 12:05:18.336306,Sports,Footwear,1,112.47,112.47,33.74,5.0,East,Mobile App,Q3,9,2023,Friday,29.99911087401085,112.47,False,1047.18,False,True
TXN_000076,CUST_00021,Regular,2024-06-23 12:05:18.336306,Home & Garden,Decor,1,1910.31,1910.31,668.61,2.9,East,Website,Q2,6,2024,Sunday,35.00007852128712,1910.31,True,5264.54,False,True
TXN_000077,CUST_00021,Regular,2024-04-11 12:05:18.336306,Books,Educational,1,67.72,67.72,27.09,4.5,South,Physical Store,Q2,4,2024,Thursday,40.002953337271116,67.72,False,5264.54,False,True
TXN_000078,CUST_00021,Regular,2023-11-04 12:05:18.336306,Electronics,Smart Watch,1,3286.51,3286.51,821.63,3.6,West,Website,Q4,11,2023,Saturday,25.000076068534703,3286.51,True,5264.54,True,False
TXN_000079,CUST_00022,Regular,2025-04-03 12:05:18.336306,Sports,Equipment,1,492.07,492.07,147.62,5.0,East,Website,Q2,4,2025,Thursday,29.99979677688134,492.07,False,2280.2200000000003,False,True
TXN_000080,CUST_00022,Budget,2023-11-28 12:05:18.336306,Clothing,Dress,1,216.18,216.18,97.28,3.4,East,Website,Q4,11,2023,Tuesday,44.99953742251827,216.18,False,2280.2200000000003,True,False
TXN_000081,CUST_00022,Regular,2024-03-12 12:05:18.336306,Electronics,Smartphone,1,1571.97,1571.97,392.99,3.6,North,Website,Q1,3,2024,Tuesday,24.99984096388608,1571.97,True,2280.2200000000003,False,False
TXN_000082,CUST_00023,Regular,2025-08-03 12:05:18.336306,Books,Biography,1,29.79,29.79,11.91,2.8,East,Website,Q3,8,2025,Sunday,39.97985901309165,29.79,False,29.79,False,True
TXN_000083,CUST_00024,Regular,2023-10-16 12:05:18.336306,Electronics,Camera,1,1415.82,1415.82,353.95,3.2,East,Mobile App,Q4,10,2023,Monday,24.999646847763135,1415.82,True,2744.1,True,False
TXN_000084,CUST_00024,Regular,2024-01-05 12:05:18.336306,Home & Garden,Plants,2,318.18,636.36,222.73,4.3,South,Physical Store,Q1,1,2024,Friday,35.00062857502043,318.18,False,2744.1,False,False
TXN_000085,CUST_00024,Budget,2023-12-10 12:05:18.336306,Clothing,Jacket,1,126.02,126.02,56.71,3.3,Central,Mobile App,Q4,12,2023,Sunday,45.00079352483733,126.02,False,2744.1,True,False
TXN_000086,CUST_00024,Regular,2024-04-30 12:05:18.336306,Electronics,Headphones,1,565.9,565.9,141.48,4.7,East,Third Party,Q2,4,2024,Tuesday,25.000883548330094,565.9,False,2744.1,False,True
TXN_000087,CUST_00025,Regular,2024-03-14 12:05:18.336306,Clothing,Jeans,1,31.5,31.5,14.17,3.2,South,Third Party,Q1,3,2024,Thursday,44.98412698412698,31.5,False,361.81,False,False
TXN_000088,CUST_00025,Regular,2025-02-18 12:05:18.336306,Clothing,Dress,1,146.59,146.59,65.96,3.8,North,Mobile App,Q1,2,2025,Tuesday,44.996248038747524,146.59,False,361.81,False,False
TXN_000089,CUST_00025,Budget,2025-01-26 12:05:18.336306,Books,Fiction,1,50.97,50.97,20.39,3.9,North,Mobile App,Q1,1,2025,Sunday,40.00392387679027,50.97,False,361.81,False,False
TXN_000090,CUST_00025,Regular,2025-02-16 12:05:18.336306,Sports,Equipment,1,132.75,132.75,39.82,3.3,Central,Website,Q1,2,2025,Sunday,29.99623352165725,132.75,False,361.81,False,False
TXN_000091,CUST_00026,Regular,2023-10-26 12:05:18.336306,Clothing,T-Shirt,1,208.79,208.79,93.96,3.9,Central,Website,Q4,10,2023,Thursday,45.0021552756358,208.79,False,439.11,True,False
TXN_000092,CUST_00026,Regular,2025-09-14 12:05:18.336306,Books,Biography,1,73.52,73.52,29.41,4.1,West,Physical Store,Q3,9,2025,Sunday,40.002720348204576,73.52,False,439.11,False,True
TXN_000093,CUST_00026,Regular,2024-01-22 12:05:18.336306,Home & Garden,Furniture,1,156.8,156.8,54.88,3.4,East,Website,Q1,1,2024,Monday,35.0,156.8,False,439.11,False,False
TXN_000094,CUST_00027,Budget,2024-04-28 12:05:18.336306,Sports,Equipment,1,119.5,119.5,35.85,4.2,North,Mobile App,Q2,4,2024,Sunday,30.0,119.5,False,230.94,False,True
TXN_000095,CUST_00027,Regular,2025-01-08 12:05:18.336306,Clothing,Jacket,1,90.52,90.52,40.73,5.0,South,Mobile App,Q1,1,2025,Wednesday,44.995581087052585,90.52,False,230.94,False,False
TXN_000096,CUST_00027,Budget,2025-01-24 12:05:18.336306,Books,Educational,1,20.92,20.92,8.37,3.1,East,Third Party,Q1,1,2025,Friday,40.0095602294455,20.92,False,230.94,False,False
TXN_000097,CUST_00028,Regular,2025-04-05 12:05:18.336306,Books,Tech,1,69.36,69.36,27.75,5.0,Central,Mobile App,Q2,4,2025,Saturday,40.00865051903114,69.36,False,69.36,False,True
TXN_000098,CUST_00029,Budget,2025-03-04 12:05:18.336306,Books,Educational,1,56.98,56.98,22.79,4.5,Central,Mobile App,Q1,3,2025,Tuesday,39.99648999649,56.98,False,3556.46,False,False
TXN_000099,CUST_00029,Regular,2025-01-24 12:05:18.336306,Sports,Apparel,1,341.02,341.02,102.3,4.6,North,Mobile App,Q1,1,2025,Friday,29.998240572400448,341.02,False,3556.46,False,False
TXN_000100,CUST_00029,Premium,2025-05-26 12:05:18.336306,Clothing,Dress,2,640.33,1280.65,576.29,4.9,North,Mobile App,Q2,5,2025,Monday,44.99980478663178,640.325,True,3556.46,False,True
TXN_000101,CUST_00029,Regular,2024-10-15 12:05:18.336306,Sports,Apparel,1,353.13,353.13,105.94,4.5,East,Physical Store,Q4,10,2024,Tuesday,30.000283181831055,353.13,False,3556.46,True,False
TXN_000102,CUST_00029,Budget,2024-11-03 12:05:18.336306,Home & Garden,Decor,1,388.12,388.12,135.84,2.9,North,Mobile App,Q4,11,2024,Sunday,34.99948469545501,388.12,False,3556.46,True,False
TXN_000103,CUST_00029,Budget,2024-09-25 12:05:18.336306,Electronics,Headphones,1,1071.57,1071.57,267.89,3.6,South,Website,Q3,9,2024,Wednesday,24.999766697462604,1071.57,False,3556.46,False,True
TXN_000104,CUST_00029,Regular,2025-07-10 12:05:18.336306,Sports,Outdoor,1,64.99,64.99,19.5,3.2,East,Third Party,Q3,7,2025,Thursday,30.004616094783813,64.99,False,3556.46,False,True
TXN_000105,CUST_00030,Regular,2024-09-28 12:05:18.336306,Home & Garden,Decor,1,1020.63,1020.63,357.22,4.6,Central,Physical Store,Q3,9,2024,Saturday,34.999951010650285,1020.63,False,4470.38,False,True
TXN_000106,CUST_00030,Regular,2023-12-30 12:05:18.336306,Clothing,T-Shirt,1,109.02,109.02,49.06,3.9,North,Mobile App,Q4,12,2023,Saturday,45.00091726288755,109.02,False,4470.38,True,False
TXN_000107,CUST_00030,Regular,2025-04-09 12:05:18.336306,Home & Garden,Kitchen Appliances,3,1045.74,3137.21,1098.03,4.5,Central,Website,Q2,4,2025,Wednesday,35.00020719046541,1045.7366666666667,True,4470.38,False,True
TXN_000108,CUST_00030,Budget,2024-08-08 12:05:18.336306,Sports,Apparel,1,203.52,203.52,61.05,3.4,East,Third Party,Q3,8,2024,Thursday,29.99705188679245,203.52,False,4470.38,False,True
TXN_000109,CUST_00031,Regular,2025-02-16 12:05:18.336306,Electronics,Camera,1,1483.66,1483.66,370.92,4.1,South,Website,Q1,2,2025,Sunday,25.000337004434982,1483.66,True,3475.2200000000003,False,False
TXN_000110,CUST_00031,Premium,2025-04-29 12:05:18.336306,Sports,Outdoor,2,995.78,1991.56,597.47,5.0,East,Physical Store,Q2,4,2025,Tuesday,30.00010042378839,995.78,True,3475.2200000000003,False,True
TXN_000111,CUST_00032,Budget,2024-04-17 12:05:18.336306,Books,Fiction,1,11.35,11.35,4.54,2.6,Central,Mobile App,Q2,4,2024,Wednesday,40.0,11.35,False,396.65000000000003,False,True
TXN_000112,CUST_00032,Regular,2024-11-09 12:05:18.336306,Sports,Accessories,1,385.3,385.3,115.59,4.1,South,Physical Store,Q4,11,2024,Saturday,30.0,385.3,False,396.65000000000003,True,False
TXN_000113,CUST_00033,Premium,2025-02-19 12:05:18.336306,Sports,Outdoor,2,405.13,810.25,243.08,4.6,Central,Physical Store,Q1,2,2025,Wednesday,30.000617093489666,405.125,False,10902.74,False,False
TXN_000114,CUST_00033,Premium,2024-11-01 12:05:18.336306,Electronics,Laptop,2,3224.93,6449.86,1612.46,5.0,South,Third Party,Q4,11,2024,Friday,24.999922478937528,3224.93,True,10902.74,True,False
TXN_000115,CUST_00033,Premium,2025-02-19 12:05:18.336306,Clothing,Accessories,2,227.15,454.31,204.44,4.8,Central,Website,Q1,2,2025,Wednesday,45.00011005700953,227.155,False,10902.74,False,False
TXN_000116,CUST_00033,Regular,2023-10-17 12:05:18.336306,Home & Garden,Bedding,1,1237.53,1237.53,433.14,2.5,Central,Mobile App,Q4,10,2023,Tuesday,35.000363627548424,1237.53,True,10902.74,True,False
TXN_000117,CUST_00033,Budget,2024-01-22 12:05:18.336306,Books,Tech,1,13.82,13.82,5.53,4.2,Central,Mobile App,Q1,1,2024,Monday,40.01447178002894,13.82,False,10902.74,False,False
TXN_000118,CUST_00033,Budget,2024-12-10 12:05:18.336306,Electronics,Laptop,1,1936.97,1936.97,484.24,3.5,West,Mobile App,Q4,12,2024,Tuesday,24.999870932435712,1936.97,True,10902.74,True,False
TXN_000119,CUST_00034,Regular,2024-11-17 12:05:18.336306,Sports,Footwear,1,78.39,78.39,23.52,3.7,Central,Website,Q4,11,2024,Sunday,30.003827018752393,78.39,False,678.41,True,False
TXN_000120,CUST_00034,Regular,2024-09-26 12:05:18.336306,Electronics,Smart Watch,1,334.5,334.5,83.63,4.3,North,Website,Q3,9,2024,Thursday,25.001494768310913,334.5,False,678.41,False,True
TXN_000121,CUST_00034,Regular,2025-01-27 12:05:18.336306,Home & Garden,Tools,1,265.52,265.52,92.93,4.0,East,Mobile App,Q1,1,2025,Monday,34.99924676107262,265.52,False,678.41,False,False
TXN_000122,CUST_00035,Budget,2023-12-25 12:05:18.336306,Home & Garden,Decor,1,812.71,812.71,284.45,4.0,West,Mobile App,Q4,12,2023,Monday,35.00018456768096,812.71,False,860.76,True,False
TXN_000123,CUST_00035,Regular,2024-05-13 12:05:18.336306,Clothing,T-Shirt,1,48.05,48.05,21.62,3.1,South,Mobile App,Q2,5,2024,Monday,44.99479708636837,48.05,False,860.76,False,True
TXN_000124,CUST_00036,Regular,2023-12-29 12:05:18.336306,Electronics,Tablet,2,526.01,1052.02,263.01,5.0,North,Mobile App,Q4,12,2023,Friday,25.000475276135436,526.01,False,1052.02,True,False
TXN_000125,CUST_00037,Regular,2025-08-04 12:05:18.336306,Books,Tech,1,68.72,68.72,27.49,5.0,South,Physical Store,Q3,8,2025,Monday,40.00291036088475,68.72,False,572.37,False,True
TXN_000126,CUST_00037,Regular,2024-01-19 12:05:18.336306,Clothing,Accessories,1,30.61,30.61,13.78,3.3,Central,Mobile App,Q1,1,2024,Friday,45.017967984318844,30.61,False,572.37,False,False
TXN_000127,CUST_00037,Regular,2024-09-04 12:05:18.336306,Sports,Footwear,1,473.04,473.04,141.91,5.0,Central,Third Party,Q3,9,2024,Wednesday,29.999577202773548,473.04,False,572.37,False,True
TXN_000128,CUST_00038,Premium,2025-06-18 12:05:18.336306,Home & Garden,Bedding,2,1212.51,2425.01,848.75,5.0,North,Physical Store,Q2,6,2025,Wednesday,34.99985567069826,1212.505,True,2425.01,False,True
